 | 20:11:57 | XXXXXXXXXXXXXXXXXXXX | PCCMPFSLUMP862   | P46V101      | 0000 | 0001 | 53 File not found
25/04/2018 | 20:59:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:59:38 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:59:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:59:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | mfCarregarDePara -> Será fechado SQL Source= EXEC dbo.proc_Buscar_De_Para 113,30,1168,NULL,NULL,NULL
25/04/2018 | 20:59:48 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:59:48 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:59:48 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:59:48 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:13 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:13 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:13 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:13 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:19 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 21:01:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:01:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:01:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 21:01:31 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 21:01:31 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 21:01:31 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 21:02:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:02:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:02:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:02:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:02:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:02:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 21:02:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:02:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:02:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:02:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 21:02:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 21:02:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 21:02:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 21:02:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | mfCarregarDePara -> Será fechado SQL Source= EXEC dbo.proc_Buscar_De_Para 113,30,1168,NULL,NULL,NULL
25/04/2018 | 21:03:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:03:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:03:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:03:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 21:03:33 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:03:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 21:03:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 21:03:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 21:03:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 21:03:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | mfCarregarDePara -> Será fechado SQL Source= EXEC dbo.proc_Buscar_De_Para 113,30,1168,NULL,NULL,NULL
25/04/2018 | 21:04:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 21:04:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//933311/test01//0
25/04/2018 | 21:04:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | AGE0002 - Processo concluído: cópia realizada para pedido 473862 (nosso número 01811575874169277374).
25/04/2018 | 21:04:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:04:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:04:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//933311/test01//0
25/04/2018 | 21:04:39 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//933311/test01//0
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//933311/test01//0
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:04:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//933311/test01//0
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//933311/test01//0
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 21:04:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 21:05:26 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:05:26 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:05:26 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//933311/test01//0
25/04/2018 | 21:05:26 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//933311/test01//0
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//933311/test01//0
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//933311/test01//0
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=933311/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 21:05:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 21:05:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
